time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9137	-5.94332	4.81423	2.19961	-0.563621	lidar	3.15635	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0478	-5.72655	4.92325	2.16594	-0.567332	radar	1.78299	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1741	-5.57998	4.71825	2.15684	-0.537119	lidar	0.360166	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3317	-5.37796	4.98881	2.14911	-0.49535	radar	1.04575	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4888	-5.12652	5.16969	2.11759	-0.508673	lidar	0.461418	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6176	-4.94753	5.17827	2.11656	-0.455073	radar	5.85845	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7261	-4.81818	4.81775	2.11679	-0.416839	lidar	0.71082	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8466	-4.60534	4.83638	2.09376	-0.419867	radar	0.108151	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9702	-4.32987	5.06441	2.05488	-0.44874	lidar	0.369628	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0753	-4.12348	4.55205	2.00702	-0.530127	radar	11.078	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1737	-3.79527	4.99002	1.94811	-0.581618	lidar	1.36611	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.247	-3.56656	4.72466	1.89452	-0.650009	radar	2.81518	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2687	-3.3082	4.7896	1.83845	-0.679606	lidar	4.11622	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3192	-3.0716	4.75949	1.79482	-0.702417	radar	0.116198	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3335	-2.86932	4.59851	1.75367	-0.707848	lidar	1.38516	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3899	-2.6729	4.53112	1.74118	-0.657452	radar	1.67427	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4532	-2.59932	3.93352	1.73873	-0.616462	lidar	4.24294	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5079	-2.3838	4.11014	1.72982	-0.563313	radar	1.61007	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.559	-2.17134	4.16872	1.7095	-0.553685	lidar	0.644862	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5912	-1.94388	4.3065	1.69662	-0.510492	radar	2.1957	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5978	-1.62353	4.7402	1.65428	-0.534759	lidar	1.66565	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5917	-1.41009	4.61288	1.60558	-0.587073	radar	1.53283	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5975	-1.15872	4.70235	1.57558	-0.588317	lidar	0.026543	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6274	-0.948165	4.59556	1.56428	-0.558997	radar	5.13771	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6425	-0.647381	4.90261	1.54312	-0.550925	lidar	0.75022	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6288	-0.384869	5.01527	1.50008	-0.597422	radar	2.27307	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5836	-0.0247353	5.48642	1.46236	-0.604871	lidar	1.60638	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.564	0.245705	5.49172	1.43508	-0.606988	radar	1.77296	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5385	0.549633	5.6265	1.41205	-0.597874	lidar	0.420355	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5271	0.806066	5.43047	1.40839	-0.536978	radar	2.01053	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5207	1.06277	5.37562	1.3948	-0.523548	lidar	2.31109	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4789	1.36061	5.38364	1.3936	-0.449655	radar	6.02544	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4284	1.5114	4.90965	1.36032	-0.466851	lidar	0.845022	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3904	1.67884	4.54445	1.34004	-0.455317	radar	8.41472	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3436	1.83924	4.29212	1.31297	-0.463361	lidar	0.233717	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.277	2.0488	4.41112	1.2784	-0.494456	radar	0.418095	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2209	2.21673	4.23314	1.25101	-0.500393	lidar	0.155795	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1607	2.40281	4.06267	1.23424	-0.47627	radar	0.374852	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0775	2.70951	4.52448	1.2259	-0.44783	lidar	0.940499	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9813	2.93776	4.86613	1.17893	-0.516714	radar	2.83655	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8638	3.30251	5.43601	1.1739	-0.479228	lidar	1.41857	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7786	3.55653	5.41013	1.16098	-0.462215	radar	2.13239	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6784	3.71298	5.04821	1.12145	-0.48938	lidar	0.584232	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5625	3.91656	4.99701	1.08844	-0.505461	radar	1.15794	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5067	4.04408	4.57347	1.06161	-0.517659	lidar	3.55098	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3862	4.23159	4.58978	1.02852	-0.53152	radar	0.536508	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.216	4.4959	4.90477	1.00419	-0.520048	lidar	2.26077	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0674	4.67946	4.62556	0.977302	-0.501269	radar	8.84993	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9534	4.86998	4.59904	0.957403	-0.495914	lidar	0.376838	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7974	5.0551	4.64491	0.924733	-0.505739	radar	2.32762	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6197	5.30706	4.92697	0.910525	-0.482821	lidar	1.01408	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4449	5.49986	5.1816	0.870598	-0.519265	radar	0.60413	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2538	5.66822	5.13616	0.828443	-0.54084	lidar	1.19782	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0915	5.82658	5.09068	0.792273	-0.561247	radar	3.07417	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9175	5.97566	4.99031	0.75474	-0.576654	lidar	0.0875403	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7805	6.12854	4.24231	0.748776	-0.516575	radar	3.0792	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6269	6.27847	4.25581	0.726287	-0.511936	lidar	0.0313415	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4847	6.41865	4.16462	0.706585	-0.503212	radar	1.01809	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2368	6.71813	4.76513	0.73134	-0.41588	lidar	5.16114	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0451	6.84292	4.67719	0.694234	-0.436831	radar	5.39065	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8251	7.03951	4.89351	0.684643	-0.413486	lidar	1.00334	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6099	7.18205	5.07777	0.648563	-0.441333	radar	1.55439	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4295	7.31505	4.97834	0.622831	-0.449552	lidar	0.354633	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1889	7.47746	5.48168	0.590785	-0.476462	radar	1.25543	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0018	7.63408	5.39917	0.577466	-0.466029	lidar	2.18671	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8134	7.81738	4.94565	0.591403	-0.393136	radar	5.28292	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6176	7.94348	4.89892	0.568708	-0.398752	lidar	0.0540947	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4309	8.06542	4.82018	0.548647	-0.400943	radar	1.48614	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.235	8.0492	4.49198	0.466615	-0.491577	lidar	4.37692	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0501	8.17213	4.13246	0.462403	-0.451383	radar	4.07562	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8784	8.3439	4.2395	0.480398	-0.39457	lidar	3.26222	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6255	8.47528	4.91435	0.458702	-0.406823	radar	5.13717	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3519	8.64609	5.1613	0.463075	-0.365089	lidar	1.43452	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1575	8.7687	4.68903	0.466363	-0.318826	radar	1.13792	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9744	8.85759	4.59053	0.445632	-0.328713	lidar	0.451341	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7853	8.94855	4.39035	0.431328	-0.322223	radar	0.277941	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5721	9.02197	4.3958	0.4049	-0.335204	lidar	0.561807	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3194	9.14751	4.84993	0.397863	-0.324697	radar	4.999	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0064	9.2702	5.13684	0.388042	-0.306282	lidar	6.24975	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7917	9.35374	5.04026	0.368983	-0.313488	radar	1.69467	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5226	9.47036	5.1797	0.363996	-0.294738	lidar	0.578951	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2452	9.525	5.55804	0.318862	-0.348967	radar	4.29207	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9162	9.68441	5.86076	0.333583	-0.296772	lidar	1.52252	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6579	9.79935	5.35904	0.3436	-0.239703	radar	2.7268	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.3916	9.89452	5.40849	0.333496	-0.235434	lidar	0.138095	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1307	9.99057	5.52969	0.323113	-0.237038	radar	0.344185	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8642	10.102	5.58214	0.322335	-0.221068	lidar	0.14788	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.5973	10.1854	5.60856	0.308516	-0.226054	radar	0.0391132	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3735	10.2585	5.46664	0.293409	-0.235996	lidar	1.25231	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1029	10.3458	5.61595	0.282773	-0.238317	radar	0.359811	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9149	10.3065	5.20805	0.219675	-0.319579	lidar	1.99614	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6712	10.3639	5.09597	0.206623	-0.313255	radar	0.100712	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4938	10.3121	4.76974	0.143351	-0.3892	lidar	1.71536	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1707	10.3725	5.49847	0.130539	-0.38391	radar	6.94295	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8999	10.4247	5.50982	0.120251	-0.37102	lidar	0.200518	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6753	10.4342	4.75098	0.102871	-0.35135	radar	5.56287	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4629	10.3808	4.61239	0.0466204	-0.409129	lidar	1.73526	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.207	10.3962	4.8031	0.0292428	-0.404795	radar	0.727249	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8545	10.6	5.23138	0.117832	-0.237654	lidar	8.43014	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6051	10.6503	4.91069	0.124445	-0.198938	radar	0.849202	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3778	10.6387	4.82474	0.0921951	-0.231715	lidar	0.504642	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1123	10.6643	5.10676	0.0799409	-0.237067	radar	0.468795	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8422	10.7778	5.23049	0.117168	-0.166933	lidar	3.88117	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.569	10.8348	5.23329	0.125456	-0.139323	radar	1.20246	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3666	10.773	4.96439	0.0675488	-0.214747	lidar	1.89577	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1167	10.7992	4.88078	0.0643667	-0.200297	radar	0.28734	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8613	10.8804	4.97051	0.0879728	-0.152993	lidar	2.06622	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5723	10.9084	5.18719	0.0844557	-0.146738	radar	2.86887	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3574	10.9131	5.03918	0.0653979	-0.166774	lidar	0.62039	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0661	10.8783	5.92281	0.013618	-0.257419	radar	5.0562	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.745	10.8438	5.9763	-0.0154839	-0.277528	lidar	2.51931	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.4843	10.8515	5.50297	-0.0171005	-0.247743	radar	1.05656	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2742	10.8242	5.28614	-0.0461585	-0.277404	lidar	1.33589	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0489	10.8535	4.5456	-0.031447	-0.217513	radar	3.535	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78982	10.9184	4.68157	-0.00483818	-0.163389	lidar	2.13503	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.58993	10.8733	4.73852	-0.0426115	-0.21557	radar	3.8396	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.3142	10.9167	4.88679	-0.0228437	-0.169934	lidar	0.917465	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.08899	10.8795	4.7847	-0.0482036	-0.193928	radar	2.33429	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80151	10.9305	4.97174	-0.0212724	-0.139133	lidar	1.29733	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.58544	10.8703	4.85791	-0.0599921	-0.187137	radar	6.17266	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.47129	10.7665	4.38929	-0.129936	-0.282078	lidar	2.79452	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.23498	10.7652	4.34995	-0.125451	-0.251328	radar	1.56302	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.81021	10.8653	5.00697	-0.0410517	-0.0982262	lidar	8.0343	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.55008	10.8612	4.85162	-0.0341937	-0.0701492	radar	1.68136	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25686	10.8635	5.03092	-0.0250907	-0.0482903	lidar	0.761795	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.04763	10.8768	4.61294	-0.0135103	-0.0169514	radar	2.08984	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
